0	-4.950780e+03	6.780000e+02
1	-9.837920e+03	2.192000e+03
2	-1.575184e+04	3.184000e+03
3	-1.907104e+04	3.904000e+03
4	-2.394534e+04	4.934000e+03
5	-2.788166e+04	5.766000e+03
6	-3.012556e+04	6.156000e+03
7	-3.125688e+04	6.488000e+03
8	-3.247390e+04	6.590000e+03
9	-3.292990e+04	6.590000e+03
10	-3.280328e+04	6.728000e+03
11	-3.282734e+04	6.734000e+03
12	-3.272508e+04	6.908000e+03
13	-3.287888e+04	7.088000e+03
14	-3.326386e+04	7.186000e+03
15	-3.340860e+04	7.260000e+03
16	-3.361676e+04	7.276000e+03
17	-3.348896e+04	7.296000e+03
18	-3.366632e+04	7.432000e+03
19	-3.374102e+04	7.702000e+03
20	-3.378842e+04	7.642000e+03
21	-3.385404e+04	7.804000e+03
22	-3.399870e+04	7.870000e+03
23	-3.396698e+04	7.898000e+03
24	-3.396798e+04	7.998000e+03
25	-3.395220e+04	8.020000e+03
26	-3.420150e+04	8.150000e+03
27	-3.392940e+04	8.140000e+03
28	-3.405884e+04	8.284000e+03
29	-3.398734e+04	8.334000e+03
30	-3.422792e+04	8.392000e+03
31	-3.417288e+04	8.488000e+03
32	-3.447014e+04	8.614000e+03
33	-3.423838e+04	8.638000e+03
34	-3.439188e+04	8.788000e+03
35	-3.445668e+04	8.868000e+03
36	-3.462550e+04	8.950000e+03
37	-3.459352e+04	8.952000e+03
38	-3.480986e+04	8.986000e+03
39	-3.499390e+04	8.990000e+03
40	-3.493786e+04	8.986000e+03
41	-3.489784e+04	8.984000e+03
42	-3.486574e+04	8.974000e+03
43	-3.497826e+04	9.026000e+03
44	-3.490598e+04	8.998000e+03
45	-3.483392e+04	8.992000e+03
46	-3.483406e+04	9.006000e+03
47	-3.485744e+04	8.944000e+03
48	-3.490588e+04	8.988000e+03
49	-3.512224e+04	9.024000e+03
50	-3.484996e+04	8.996000e+03
51	-3.464944e+04	8.944000e+03
52	-3.493004e+04	9.004000e+03
53	-3.453744e+04	8.944000e+03
54	-3.442510e+04	8.910000e+03
55	-3.473026e+04	9.026000e+03
56	-3.472198e+04	8.998000e+03
57	-3.469810e+04	9.010000e+03
58	-3.461804e+04	9.004000e+03
59	-3.472242e+04	9.042000e+03
60	-3.499538e+04	9.138000e+03
61	-3.503554e+04	9.154000e+03
62	-3.500332e+04	9.132000e+03
63	-3.501098e+04	9.098000e+03
64	-3.505142e+04	9.142000e+03
65	-3.523592e+04	9.192000e+03
66	-3.497126e+04	9.126000e+03
67	-3.510734e+04	9.134000e+03
68	-3.481084e+04	9.084000e+03
69	-3.506718e+04	9.118000e+03
70	-3.485896e+04	9.096000e+03
71	-3.519574e+04	9.174000e+03
72	-3.509956e+04	9.156000e+03
73	-3.505954e+04	9.154000e+03
74	-3.482648e+04	9.048000e+03
75	-3.463468e+04	9.068000e+03
76	-3.513956e+04	9.156000e+03
77	-3.520356e+04	9.156000e+03
78	-3.520352e+04	9.152000e+03
79	-3.490748e+04	9.148000e+03
80	-3.509982e+04	9.182000e+03
81	-3.497148e+04	9.148000e+03
82	-3.513210e+04	9.210000e+03
83	-3.518776e+04	9.176000e+03
84	-3.526806e+04	9.206000e+03
85	-3.513972e+04	9.172000e+03
86	-3.513178e+04	9.178000e+03
87	-3.504314e+04	9.114000e+03
88	-3.493048e+04	9.048000e+03
89	-3.481852e+04	9.052000e+03
90	-3.502644e+04	9.044000e+03
91	-3.493096e+04	9.096000e+03
92	-3.499532e+04	9.132000e+03
93	-3.490710e+04	9.110000e+03
94	-3.487406e+04	9.006000e+03
95	-3.473016e+04	9.016000e+03
96	-3.464216e+04	9.016000e+03
97	-3.489924e+04	9.124000e+03
98	-3.492260e+04	9.060000e+03
99	-3.464970e+04	8.970000e+03
